;clean_tw;tw_text
3187;continu report fictiou poll number number one base everi statist trump wide margin cant say;.@CNBC continues to report fictious poll numbers. Number one, based on every statistic, is Trump (by a wide margin). They just can't say it!
3188;believ kasi hunt poor purpos inaccur report great night crowd iowa scam;.@Morning_Joe can you believe Kasie Hunt's poor and purposely inaccurate reporting on my great night and crowd in Iowa. @politico is a scam!
3189;watch entir ralli trump well receiv place pack;"""@1Barbara1: @realDonaldTrump @Morning_Joe @politico I watched the entire rally and Trump was very well received the place was packed."""
3190;anybodi think get fictiti poll number correct sometim prior start debat sad;Does anybody think that @CNBC will get their fictitious  polling numbers corrected sometime prior to the start of the debate. Sad!
3191;tri drive poll number instal carson establish gop promptli roll win win;"""@mozarttaig1: @CNBC is trying to drive down poll numbers to install Carson - who the Establishment GOP will promptly roll. Win Don Win!"""
3192;get poll straight trump go win one tough enough run countri;"""@cmrose111: @realDonaldTrump  @CNBC  get your polls straight. Trump is going to win. He is the only one tough enough to run this country."""
3193;liber terrifi youll one go hillari;"""@Vaporcon2015: @realDonaldTrump The Liberals are terrified that you'll be the one to go against Hillary."
3194;donald trump beat hillari yuge trump teamtrump;"""@buckleybro40: @realDonaldTrump @CNBC why only Donald Trump can beat Hillary. URLi #YUGE #Trump2016 #TeamTrump #"""
3195;im sure medium report highli respect new nation poll came via economist;I'm sure the media will not report the highly respected new national poll that just came out via The Economist. 32%! URLi
3196;poll one highli respect releas wow wait medium digest number wont happi;.@TheEconomist Poll, one of the most highly respected, was just released. Wow, wait until the media digests these numbers - won't be happy!
3197;poll total trump carson rubio;@CNBC  POLL  TOTAL: TRUMP 25.22  CARSON 19.78  RUBIO 9.67....
3198;love sen humorlol ralli amaz stand behind;"""@jaxsiete: @realDonaldTrump Love your sense of humor...LOL Your rallies are amazing. We're standing behind you 1000%:)"" @FoxNews"
3199;via trump still lead whop point fluke survey put carson top;"Via @MailOnline ""Trump still in the lead by a whopping 14 points after fluke survey had put Carson on top""-  URLi"
3200;thank everyon said debat even poll;Thanks everyone, they all said  I won the debate. Even won the @CNBC Poll!
3201;thank gopdeb makeamericagreatagain;Thank you! #GOPDebate  MakeAmericaGreatAgain  URLi URLi
3202;cnbcgopdeb poll close trump declar offici winner thank;The #CNBCGOPDebate poll closed with #Trump2016 declared the official winner. Thank you! URLi URLi
3203;thank your great;Thanks, @PiersMorgan. You're great!
3204;vote tonight winner debat;"""@hyatt1942: @realDonaldTrump @piersmorgan WE ALL VOTED FOR YOU TONIGHT AS WINNER OF THE DEBATE.."
3205;great debat way go;"""@BarbaraDeStasio: @realDonaldTrump GREAT debate, way to go!!"""
3206;congrat mr trump great tonight made u proud ye say againtrump;"""@rfscottga: @realDonaldTrump Congrats Mr. Trump. You did great tonight. You made us ALL proud :) YES! SAYING IT AGAIN....Trump #1"""
3207;thank jonathan greatli appreci;Thank you, Jonathan. Greatly appreciated! URLi
3208;interview timm talk hillari far interest subject enjoy;I will be interviewed on @foxandfriends at TIMME. Will be talking about Hillary and far more interesting subjects. Enjoy!
3209;interview timm enjoy;I will be interviewed on @CNN  @NewDay  at TIMME  Enjoy!
3210;crook hillari clinton said use deal men get reserv actual done poorli men;"Crooked Hillary Clinton said she is used to ""dealing with men who get off the reservation."" Actually, she has done poorly with such men!"
3211;gov mike penc state donald trump taken strong stanc hoosier job thank bring back job usa;Gov Mike Pence has just stated that Donald Trump has taken a strong stance on Hoosier jobs, and he thanks me! I will bring back jobs to USA.
3212;everybodi talk protest burn american flag proudli wave mexican flag want america first voter;Everybody is talking about the protesters burning the American flags and proudly waving Mexican flags. I want America First - so do voters!
3213;campaign indiana day thing look great support bobbi night amaz today fun;I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Night has been so amazing. Today will be fun!
3214;campaign indiana day thing look great support bobbi knight amaz today fun;I will be campaigning in Indiana all day. Things are looking great, and the support of Bobby Knight has been so amazing. Today will be fun!
3215;defeat crook hillari clinton trump makeamericagreatagain;I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016 #MakeAmericaGreatAgain URLi
3216;honor receiv endors lou holtz great guy inprimari trump;Honored to have received the endorsement of Lou Holtz - a great guy! #INPrimary #Trump2016 URLi
3217;thank carmel indiana get amp votetrump tomorrow inprimari makeamericagreatagain;"Thank you Carmel, Indiana! Get out &amp; #VoteTrump tomorrow! #INPrimary #MakeAmericaGreatAgain URLi"
3218;wisconsin suffer great loss job trade win bad thing happen u rapidli revers;Wisconsin has suffered a great loss of jobs and trade, but if I win, all of the bad things happening in the U.S. will be rapidly reversed!
3219;join monday aprilth milwauke wiprimari trump ticket;Join me on Monday, April 4th in Milwaukee! #WIPrimary #Trump2016 Tickets: URLi URLi
3220;great honor gener counsel johnryd trump deleg tn rnc meet well worth unifi parti;Great honor to have @GOP General Counsel, #JohnRyder as a Trump delegate in TN. RNC meeting well worth it! Unifying the party!
3221;thank nice word fox today never use full statement nuclear would agre;.@HeyTammyBruce- Thank you for your nice words on Fox today. They never use my full statements on nuclear, which you would agree with!
3222;asham allow expert explain make nuclear attack;.@FoxNews should be ashamed for allowing experts to explain how to make a nuclear attack!
3223;great day wisconsin thank racin amp wausau arriv eauclair trump wiprimari trumptrain;"A GREAT DAY IN WISCONSIN! Thank you #Racine &amp; #Wausau! Just arrived in #EauClaire! #Trump2016 #WIPrimary #TrumpTrain URLi"
3224;interview tomorrow morn enjoy trump;I will be interviewed by @jdickerson on @FaceTheNation tomorrow morning. Enjoy! #Trump2016
3225;thank eau clair wisconsin votetrump tuesday aprilth make america great;Thank you Eau Claire, Wisconsin.  #VoteTrump on Tuesday, April 5th! MAKE AMERICA GREAT AGAIN! URLi
3226;u invit el chapo mexican drug lord escap prison becom u citizen leader cant say;"The U.S. will invite El Chapo, the Mexican drug lord who just escaped prison, to become a U.S. citizen because our ""leaders"" can't say no!"
3227;el chapo mexican drug cartel use border unimped like vacuum cleaner suck drug death right u;El Chapo and the Mexican drug cartels use the border unimpeded like it was a  vacuum cleaner, sucking drugs and death right into the U.S.
3228;likewis billion dollar get brought mexico border get killer drug amp crime get money;"....likewise, billions of dollars gets brought into Mexico    through the border. We get the killers, drugs &amp; crime, they get the money!"
3229;peopl medium start apolog statement mexico send turn true el chapo;"When will people, and the media, start to apologize to me for my statement, ""Mexico is sending...."", which turned out to be true?  El Chapo"
3230;say loud amp say proud want trump;"""@bdean1468 @jlangdale @realDonaldTrump @HillaryClinton @CNN SAY IT LOUD &amp; SAY IT PROUD - - WE WANT TRUMP!!!!!!"""
3231;sign tax return;Signing my tax return.... URLi
3232;great day new jersey trump amp;"A great day in New Jersey for Trump! URLi &amp; URLi"
3233;join amp ask thought trump thank kevinso nice;".@KevinHart4real joined @woodmank104 @katek104 @K1047 &amp; was asked about his thoughts on @realDonaldTrump #Trump2016 Thanks Kevin--so nice!"
3234;agre ridicul debat term ask unless major benefit parti;The @GOP should not agree to the ridiculous debate terms that @CNBC is asking unless there is a major benefit to the party.
3235;push around ask extra time criterion order sell commerci;.@CNBC is pushing the @GOP around by asking for extra time (and no criteria) in order to sell more commercials.
3236;ask debat much longer justair bore demdeb;Why is the @GOP being asked to do a debate that is so much longer than the just-aired and very boring #DemDebate?
3237;tomorrow enjoy;Will be on @bloombergtv tomorrow with @sruhle. Enjoy!
3238;interview timm tonight;Will be interviewed by @greta at TIMME tonight.
3239;timm interview enjoy;.@greta on @FoxNews at TIMME  Interview - enjoy!
3240;met year back donaldtrump wise enlist daughter help she throughli impress person;"""@davidaxelrod: .Met @IvankaTrump a few years back. DonaldTrump is wise to enlist his daughter's help. She's a throughly impressive person."""
3241;live american dream inspir million makeamericagreatagain u;"""@IsupportTrump16: @realDonaldTrump Has lived the American dream and has inspired MILLIONS! He will #MakeAmericaGreatAgain for ALL of us."
3242;tank bush tire establish;"""@bigmikeobrien: @EricTrump @skyjones55 @greta @FoxNews  @oreillyfactor @CarlRove is in the tank for Bush we are tired of the establishment"""
3243;millenni need use support socialist vt mistak;"""@RedScareBot: @brandongordy1: @realDonaldTrump is what we millennials need. I used to support that socialist from VT, what a mistake."""
3244;megyn kelli two realli dumb puppet chri stirewalt amp marc threaten bushi exactli say poll say debat;"Megyn Kelly has two really dumb puppets, Chris Stirewalt &amp; Marc Threaten (a Bushy) who do exactly what she says. All polls say I won debates"
3245;play segment well cant stand watch anymor bob head drive nut boycottkellyfil;"""@ofccadjust: Such a played out segment as well, can't stand to watch her anymore. The bobbing head drives me nuts... #boycottKellyFile"""
3246;fail bush speechwrit whose work bad never abl make comeback third rate talent;.@marcthiessen is a failed Bush speechwriter whose work was so bad that he has never been able to make a comeback. A third rate talent!
3247;everi poll time drudg slate other said debat heard megyn kelli two puppet say bad stuff dont watch;Every poll, Time, Drudge, Slate and others, said I won both debates - but heard Megyn Kelly had her two puppets say bad stuff. I don't watch
3248;donald megyn kelli seek rate truth much journalist stay focus amp make narr work;"""@RickStans1: Donald, Megyn Kelly seeks ratings, not truth Not much of a journalist. Stay focused &amp; make your own narrative. It's working"""
3249;also hear megyn say carson frontrunn accord poll tie poll outright lie hatr;"""@Hohummm: Did you also hear Megyn say ""Carson is the front-runner ...according so some polls ..tied in other polls"" OUTRIGHT LIE!""  Hatred!"
3250;interview tomorrow morn timm interest;I am interviewed tomorrow morning by @SRuhle on @bloombergtv - TIMME  Will be very interesting!
3251;karl rove still think romney still tv;"""@lance_combrink: @realDonaldTrump Karl Rove still thinks Romney won. Why is he still on TV?"""
3252;crippl america incred book peopl need read truth hispanicsfortrump democratsfortrump;"""@TejadaDennes: @realDonaldTrump Crippled America is an incredible book! People need to read truth. #HispanicsForTrump #DemocratsForTrump"""
3253;best book ive read year trump right everi issu best idea true econom geniu;"""@mnrosrnr: @realDonaldTrump the best book I've read in years, Trump is right on every issue and has the best ideas, a true economic genius"""
3254;interview timm;I will be interviewed on @foxandfriends at TIMME 
3255;presid obama issu word radic islam terror cant say unless problem solv;When will President Obama issue the words RADICAL ISLAMIC TERRORISM? He  can't say it, and unless he will,  the problem will not be solved!
3256;isisampoil field say year acknowledg trump;".@realDonaldTrump on ISIS&amp;OIL FIELDS! Saying it for years! @AndersonCooper, you should acknowledge this! #Trump2016 URLi"
3257;great time texa yesterday tremend crowd wonder enthusiast peopl back soon;I had a great time in Texas yesterday. A tremendous crowd of wonderful and enthusiastic people. Will be back soon!
3258;need strong tough brilliant leadership ever make america great;We need strong, tough and brilliant leadership now more than ever!  MAKE AMERICA GREAT AGAIN!
3259;one pari terrorist came syrian refuge donald trump right bomb oil take away fund;"""@thewatcher23579: One of Paris terrorist came as Syrian refugee. Donald Trump is right again. BOMB THEIR OIL - TAKE AWAY THEIR FUNDING"""
3260;donald trump surg poll among like republican voter;"""@USATrumpDiva: Donald Trump surges in poll among likely Republican voters URLi"""
3261;magazin realli poorli gotten wors wors year lost almost former allur;.@VanityFair Magazine is doing really poorly. It has gotten worse and worse over the years, and has lost almost all of it's former allure!
3262;watch sloppi graydon carter fail close spi magazin watch fail magazin total loser;I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine. He is a total loser!
3263;glad see lost championship fight last night soundli beaten nice person;Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!
3264;your spot triesb intellectu elitistth truth low iq imagin creativ;"""@Hturne:  @VanityFair  You're spot on! He tries 2b an intellectual elitist.The truth: he has a low IQ, no imagination, no creativity"""
3265;miss popular link among peopl follow;"""@RealReagan0503: If you missed it, here is the most popular link among people I follow URLi by @realDonaldTrump"""
3266;anybodi ever realiz hillaryclinton doesnt make eye contact anyon even camera that sign lie;"""@davenorthYV: Does anybody ever realize that HillaryClinton doesn't make eye contact with anyone, even the camera. That's a sign of lying"""
3267;read comment leftist make nauseat need mr trump make america great;"""@syoka68: Reading the comments of the leftists on here makes me nauseated. We SO NEED YOU, MR. TRUMP! Make America Great Again"""
3268;trump unit america fix obama mistak trump;"""@patrioticpepe: @realDonaldTrump ONLY TRUMP CAN UNITE AMERICA AND FIX OBAMA'S MISTAKES!!! #Trump2016 URLi"""
3269;colorado amaz yesterday much support tax trade energi reform bring great job colorado whole countri;Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country.
3270;hillari never win berni support foreign war naftatpp support amp wall street tie drive away million vote;"Hillary can never win over Bernie supporters. Her foreign wars,  NAFTA/TPP support &amp; Wall Street ties are driving away millions of votes."
3271;suffer worst longterm unemploy last year want chang crook hillari clinton;We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.
3272;american homeownership rate q lowest rate inyr bring back american dream;American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' URLi
3273;join monday columbu ohio amp harrisburg pennsylvania maga timm oh timm pa;"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA  TIMME in OH: URLi  TIMME in PA: URLi"
3274;oh amp pa also join nevada mon carson citi reno;"While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!  Carson City: URLi  Reno: URLi"
3275;got back colorado love enthusiasm two ralli incred big crowd;Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!
3276;violent crime rise across unit state yet dnc convent ignor crime reduct one top prioriti;Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities.
3277;crook hillari clinton soft crime support open border want massiv tax hike formula disast;Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!
3278;crookedhillari;#CrookedHillary URLi
3279;doesnt medium want report two big thursday crook hillari made speech republican rate;"Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings"
3280;turn meet charl david koch much better meet puppet polit much better;I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!
3281;word crook hillari small unenthusiast crowd pennsylvania perhap husband sign nafta;Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?
3282;crookedhillari obama third term would terribl news econom growth seen;#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. URLi
3283;crook stop johnstown pennsylvania job absolut decim dumb politician drew le bill vp;Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP
3284;rust belt creat politician like clinton allow job stolen u countri like mexico end;"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!"
3285;wow nato top command announc agre allianc member must pay bill gener like;Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!
3286;nato command agre member pay via;NATO commander agrees members should pay up via @dcexaminer: URLi
3287;imagin small crowd hillari draw today pennsylvania would major medium event;Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews
3288;thank televis viewer made speech republican nation convent crook hillari dem;Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS.
3289;nielson medium research final number accept speech trump million clinton million thank;Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!
3290;rt;RT @DRUDGE_REPORT: 43-39 URLi
3291;stori hillari never chang;The story with Hillary will never change. URLi
3292;new book absolut terrif must read wakeupamerica;New book by @ericbolling is absolutely terrific and a must read! #WakeUpAmerica
3293;would colleg graduat want crook hillari presid destroy;Why would college graduates want Crooked Hillary as their President? She will destroy them!  URLi
3294;one reason hillari hid email public wouldnt see got rich sell america;One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America.  URLi
3295;dishonest refus accept fact forgiven million loan campaign done deal;The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!
3296;self fund win primari campaign approx million loan total termin loan;I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!
3297;reason put approxim million success primari campaign simpl want make america great;The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!
3298;interview tonight timm fox enjoy;I will be interviewed by @SeanHannity tonight at TIMME on FOX! Enjoy!
3299;throwbackthursday trump;#ThrowbackThursday #Trump2016 URLi
3300;thank la vega nevada nevadacaucu votetrumpnv;THANK YOU LAS VEGAS, NEVADA! #NevadaCaucus #VoteTrumpNV URLi URLi
3301;ted cruz talk tough immigr badli sc favor amnesti weak illeg immigr;Ted Cruz only talks tough on immigration now because he did so badly in S.C. He is in favor of amnesty and weak on illegal immigration.
3302;wow ted cruz disloy capabl director commun use scape goatfir like dog ted panick;Wow was Ted Cruz disloyal to his very capable director of communication. He used him as a scape goat-fired like a dog! Ted panicked.
3303;ted cruz right temper presid look way total panick fire director comm bad;"Ted Cruz does not have the right ""temperment"" to be President. Look at the way he totally panicked in firing his director of comm. BAD!"
3304;ted cruz lift bibl high air lie like dogov evangel sc figur amp said;"Ted Cruz lifts the Bible high into the air and then lies like a dog-over and over again! The Evangelicals in S.C. figured him out &amp; said no!"
3305;get explain trump win gener elect thank ed;"""@Vogelsong1: @EdRollins gets it. Was just on @FoxNews explaining how Trump wins the general election.""  Thank you Ed!"
3306;trump unstoppableh common sen american want whether republican independ reagan democrat;"""@jojo2foxy: TRUMP IS UNSTOPPABLE....HE IS WHAT COMMON SENSE AMERICANS WANT WHETHER REPUBLICAN, INDEPENDENT OR A REAGAN DEMOCRAT."
3307;grow republican parti tremend look number way democrat number significantli year past;I am growing the Republican Party tremendously - just look at the numbers, way up! Democrats numbers are significantly down from years past.
3308;ed rollin one peopl understand process amp get right;"""@StevenMeyers11: @Vogelsong1 @EdRollins @FoxNews Ed Rollins is the only one of those people that understands process &amp; gets it right"""
3309;join u spark nevada today nevadacaucu votetrumpnv;Join us in Sparks, Nevada today!  #NevadaCaucus #VoteTrumpNV  URLi
3310;hope republican parti come togeth big win novemb pave way mani great suprem court justic;Hopefully the Republican Party can come together and have a big WIN in November, paving the way for many great Supreme Court Justices!
3311;lyin ted cruz deni anyth gq model photo post melania that call lyin ted;Lyin' Ted Cruz denied that he had anything to do with the G.Q. model photo post of Melania. That's why we call him Lyin' Ted!
3312;thank arizona trump makeamericagreatagain trumptrain;Thank you, Arizona! #Trump2016 #MakeAmericaGreatAgain #TrumpTrain URLi URLi
3313;w allow hater amp racist like wast good airtim much better;"Why does @ThisWeekABC w/ @GStephanopoulos allow a hater &amp; racist like @tavissmiley to waste good airtime? @ABC can do much better than him!"
3314;congratul friend win goldenglob wonder guy creat someth special well deserv;Congratulations to my friend @TheSlyStallone on winning a #GoldenGlobe. A wonderful guy- who has created something special- well deserved!
3315;great job fox morn send book immedi thank much;Great job on Fox this morning @KatiePavlich. I am sending out for your book immediately. Thank you very much!
3316;profession throw fail newspap debat paper wont surviv highli uneth;So professional of @ABCNews to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive, highly unethical!
3317;profession news throw fail newspap debat paper wont surviv highli uneth;So professional of @ABC news to throw out the failing @UnionLeader newspaper from their debate. Paper won't survive, highly unethical!
3318;arriv new hampshir thank support makeamericagreatagain trump;Just arrived in New Hampshire. Thank you to all of my supporters! #MakeAmericaGreatAgain #Trump2016 URLi
3319;congratul face nation highest rate year million peopl watch interview thank;Congratulations to @jdickerson of Face the Nation on his highest ratings in 15 years. 4.6 million people watched my interview! Thank you!
3320;retir eleph circu never;.@RinglingBros is retiring their elephants-- the circus will never be the same.
3321;new iowa poll thank makeamericagreatagain trump;New Iowa poll. Thank you! #MakeAmericaGreatAgain #Trump2016 URLi
3322;great new poll thank america trump imwithy;Great new poll- thank you America! #Trump2016 #ImWithYou URLi
3323;anoth new poll thank support join movement today imwithy;Another new poll. Thank you for your support! Join the MOVEMENT today!  #ImWithYou URLi URLi
3324;employ mani peopl state virginia job job job crook hillari sell u like husband nafta;I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.
3325;employe mani peopl state virginia job job job crook hillari sell u like husband nafta;I employee many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.
3326;employ mani peopl state virginia job job job crook hillari sell u like husband nafta;I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.
3327;anoth horrif attack time nice franc mani dead injur learn get wors;Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.
3328;american must get tough smart vigil admit peopl countri without extraordinari screen;American must now get very tough, very smart and very vigilant. We cannot admit people into our country without extraordinary screening.
3329;america first;AMERICA FIRST!
3330;thank lgbt commun fight hillari bring peopl threaten freedom belief;Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.
3331;happyst birthday thank;HAPPY 241st BIRTHDAY to the @USy! THANK YOU! URLi
3332;happyst birthday thank;HAPPY 241st BIRTHDAY to the @USy! THANK YOU! URLi
3333;rt happyst birthday thank;RT @realDonaldTrump: HAPPY 241st BIRTHDAY to the @USy! THANK YOU! URLi
3334;tonight north carolina wednesday georgia saturday nevada;TONIGHT! NORTH CAROLINA: URLi  WEDNESDAY! GEORGIA: URLi  SATURDAY! NEVADA: URLi
3335;thank greensboro north carolina back soon americafirst;Thank you Greensboro, North Carolina! Will be back soon! #AmericaFirst URLi
3336;prove great time live american unit win win win;This will prove to be a great time in the lives of ALL Americans. We will unite and we will win, win, win!
3337;trump right ship immigr demand disney rehir worker replac cheap foreign labor;"""@Biracial_Chick: Trump Rights Ship on Immigration: Demands Disney Rehire Workers Replaced by Cheap Foreign Labor. URLi"""
3338;inspector gener report crook hillari clinton disast bad judgement tempera allow wh;The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.
3339;watch thank;.@kimguilfoyle- just watched you on @OutnumberedFNC- thank you!
3340;thank mr amp mr wonder magic even last night forgotten trump;"Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016"
3341;find offens goofi elizabeth warren sometim refer pocahonta pretend nativ american get harvard;I find it offensive that Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be Native American to get in Harvard.
3342;thank trump;Thank you! #Trump2016 URLi
3343;celebr trump;Celebrating 1237! #Trump2016  URLi
3344;wife child featur timme enjoy meetthetrump trump;My wife @MELANIATRUMP, and my children will be featured on @FoxNews with @Greta- TIMMEE. Enjoy! #MeetTheTrumps #Trump2016
3345;today togeth republican nomin presid;Today we, together, won the Republican Nomination for President! URLi
3346;poll data show far best hold onto senat seat florida import keep major run marco;Poll data shows that @marcorubio does by far the best in holding onto his Senate seat in Florida. Important to keep the MAJORITY. Run Marco!
3347;cruzkasich pact great strain joke deal fall apart honor almost dead dumb;The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!
3348;interview;I will be interviewed on @foxandfriends now!
3349;make america great;MAKE AMERICA GREAT AGAIN! URLi URLi
3350;thank amp trump;"Thank you @DonaldJTrumpJr &amp; @EricTrump. #Trump2016  URLi"
3351;leader like soon donaldtrump look interest american;"""@theratzpack: @PattonDivision if only we had a leader like this. We will soon. DonaldTrump will look out for the interests of Americans."
3352;start back real chang come;"""@Mike05999224: @FoxNews @HowardKurtz @MediaBuzzFNC start backing @realDonaldTrump real change is coming !"""
3353;poll number jump everi time instanc like occur;"""@DLake66675: @ChateauEmissary @trumpettes16 @realDonaldTrump his poll numbers jump every time instances like this occur."
3354;congratul great job done polic law enforc california shoot give credit credit due;Congratulations on the GREAT job done by POLICE and law enforcement on the California shootings. Give credit where credit is due.
3355;led convers gopdeb;"""@ABCPolitics: .@realDonaldTrump led in @twitter conversation during the #GOPDebate.  URLi"""
3356;domin search throughout gplfer;"""@ABCPolitics: .@realDonaldTrump dominating @Google searches throughout #GPLFers.  URLi"""
3357;polic countri done unbeliev job keep law order gopdeb;"""@ABC:DonaldTrump: ""The police in this country have done an unbelievable job of keeping law and order."" #GOPDebate URLi"""
3358;cruz realli seem element new hampshir differ battlefield iowa south;"""@JoeNBC: Cruz really seems out of his element in New Hampshire. It is such a different battlefield then Iowa and the South."""
3359;debat report card christi trump bush b kasich b cruz b carson c rubio full report card;"""@MarkHalperin: My debate report card: Christie A-, Trump A-, Bush B+, Kasich B+, Cruz B, Carson C, Rubio D. Full report cards here."
3360;donald trump debat hand christi beat rubio;"""@GOP_Left_Me: @JoeNBC Donald Trump won that debate hands down, Christi beat up Rubio."
3361;coki robert say donald trump realli good night;"""@JoeNBC: Cokie Roberts says Donald Trump had a really good night."""
3362;latest uma track poll nh gop trump rubio cruz jeb kasich;"""@JoeNBC: Latest UMass Tracking Poll. NH GOP Trump 35 (+1) Rubio 14 (-1) Cruz 13 (-1) Jeb 10 (+2) Kasich 10 (+2)"""
3363;trump kasich jeb christi good night;"""@JoeNBC: Trump, Kasich, Jeb and Christie all had good nights."""
3364;trump hit park describ effect deal make;"""@newtgingrich: Trump hits it out of the park in describing effective deal making"""
3365;trump show courag defend emin domain necess construct infrastructur;"""@newtgingrich: Trump shows courage in defending eminent domain as a necessity for construction of infrastructure"""
3366;jeb bush ineffectu ever alway call right trump held gopdeb;"""@piersmorgan:  Jeb Bush was as ineffectual as ever. As always, @David_Gergen calls it right: Trump held them off. #GOPDebate"""
3367;trump debat peopl huff amp puff like best candid night gopdeb;"""@piersmorgan: Trump won that debate. People can huff &amp; puff all they like but he was the best candidate on the night. #GOPDebate"
3368;trump talk msnbc like man know good night;"""@JoeNBC: Trump just talked on MSNBC like a man who knows he had a very good night."""
3369;great debat donald trump;"""@JoeNBC: @jonkarl: ""This has been a great debate for Donald Trump."""""
3370;state union timm enjoy;I will be on State of the Union @CNN with @jaketapper at TIMME. Enjoy!
3371;tune;I am on @foxandfriends now! Tune in!
3372;meet press chuck todd nbc morn enjoy;I will be on Meet the Press with Chuck Todd on NBC this morning. Enjoy! URLi
3373;gopdeb makeamericagreatagain fitn;.@ABCPolitics #GOPDebate #MakeAmericaGreatAgain #FITN URLi
3374;great meet everyon breakfast morn fitn votetrumpnh;Great to meet everyone while having breakfast @ChezVachon this morning! #FITN #VoteTrumpNH URLi URLi
3375;go big event verizon wireless arena manchest new hampshirek join u tomorrow;We are going to have a big event at the Verizon Wireless Arena in Manchester, New Hampshire! 5K+! Join us tomorrow: URLi
3376;thank newt;Thank you Newt!  URLi
3377;thank plymouth new hampshir fitn nhprimari;Thank you- Plymouth, New Hampshire! #FITN #NHPrimary URLi
3378;new hampshir great time love gopdeb last night everybodi enjoy super bowl superbowlsunday sb;I am in New Hampshire having a great time! Loved the #GOPDebate last night! Everybody enjoy the Super Bowl. #SuperBowlSunday #SB50
3379;far super bowl bore nearli excit polit make america great;So far the Super Bowl is very boring - not nearly as exciting as politics - MAKE AMERICA GREAT AGAIN!
3380;fail presidenti candid lindsey graham respect destroy run brought got nasti;Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!
3381;lindsey graham tv much like fail candid mitt romney nasti angri jealou failur zero credibl;Lindsey Graham is all over T.V., much like failed 47% candidate Mitt Romney. These nasty, angry, jealous  failures have ZERO credibility!
3382;let fail republican establish could stop obama twice ruin movement million fals ad;We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of  $'s in false ads!
3383;use facebook twitter expo dishonest lightweight senat marco rubio record noshow senat scam florida;I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida
3384;congratul adam scott folk trump nation doral produc realli great wgc tournament amaz finish;Congratulation to Adam Scott and all of the folks at Trump National Doral on producing a really great WGC Tournament. Amazing finish!
